,Unnamed: 0,link,live,period,Americanprice,startTime,home,away,betType,designation,price,points,scrapeMergeDate,result,playerName,statName,name,Stat,Value
0,2,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-121,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,"Total Points, Rebounds and Assists - Dennis Schroder",over,1.8259999999999998,24.5,2021-03-20 00:00:00+00:00,1,Dennis Schroder,PRA,Dennis Schroder,PRA,27.0
1,3,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-110,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,"Total Points, Rebounds and Assists - Dennis Schroder",under,1.909,24.5,2021-03-20 00:00:00+00:00,0,Dennis Schroder,PRA,Dennis Schroder,PRA,27.0
2,6,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-124,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Points - Giannis Antetokounmpo,over,1.807,29.5,2021-03-20 00:00:00+00:00,0,Giannis Antetokounmpo,PTS,Giannis Antetokounmpo,PTS,26.0
3,7,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-107,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Points - Giannis Antetokounmpo,under,1.935,29.5,2021-03-20 00:00:00+00:00,1,Giannis Antetokounmpo,PTS,Giannis Antetokounmpo,PTS,26.0
4,162,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-112,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Assists - DeMar DeRozan,over,1.893,6.5,2021-03-20 00:00:00+00:00,1,DeMar DeRozan,AST,DeMar DeRozan,AST,13.0
5,163,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-118,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Assists - DeMar DeRozan,under,1.848,6.5,2021-03-20 00:00:00+00:00,0,DeMar DeRozan,AST,DeMar DeRozan,AST,13.0
6,164,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-123,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,"Total Points, Rebounds and Assists - Jonas Valanciunas",over,1.8130000000000002,31.5,2021-03-20 00:00:00+00:00,1,Jonas Valanciunas,PRA,Jonas Valanciunas,PRA,35.0
7,165,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-108,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,"Total Points, Rebounds and Assists - Jonas Valanciunas",under,1.926,31.5,2021-03-20 00:00:00+00:00,0,Jonas Valanciunas,PRA,Jonas Valanciunas,PRA,35.0
8,166,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,121,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Turnovers - Trae Young,over,2.21,4.5,2021-03-20 00:00:00+00:00,0,Trae Young,TOV,Trae Young,TOV,2.0
9,167,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-163,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Turnovers - Trae Young,under,1.6130000000000002,4.5,2021-03-20 00:00:00+00:00,1,Trae Young,TOV,Trae Young,TOV,2.0
10,282,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,137,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Turnovers - Grayson Allen,over,2.37,1.5,2021-03-20 00:00:00+00:00,0,Grayson Allen,TOV,Grayson Allen,TOV,0.0
11,283,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-191,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Turnovers - Grayson Allen,under,1.5230000000000001,1.5,2021-03-20 00:00:00+00:00,1,Grayson Allen,TOV,Grayson Allen,TOV,0.0
12,286,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,115,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Rebounds - Donte DiVincenzo,over,2.15,5.5,2021-03-20 00:00:00+00:00,1,Donte DiVincenzo,REB,Donte DiVincenzo,REB,13.0
13,287,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-154,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Rebounds - Donte DiVincenzo,under,1.649,5.5,2021-03-20 00:00:00+00:00,0,Donte DiVincenzo,REB,Donte DiVincenzo,REB,13.0
14,364,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-125,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Rebounds - Clint Capela,over,1.8,12.5,2021-03-20 00:00:00+00:00,1,Clint Capela,REB,Clint Capela,REB,16.0
15,365,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-105,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Rebounds - Clint Capela,under,1.952,12.5,2021-03-20 00:00:00+00:00,0,Clint Capela,REB,Clint Capela,REB,16.0
16,366,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-127,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Points - Andrew Wiggins,over,1.787,21.5,2021-03-20 00:00:00+00:00,0,Andrew Wiggins,PTS,Andrew Wiggins,PTS,20.0
17,367,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-105,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Points - Andrew Wiggins,under,1.952,21.5,2021-03-20 00:00:00+00:00,1,Andrew Wiggins,PTS,Andrew Wiggins,PTS,20.0
18,368,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,103,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Rebounds - Jonas Valanciunas,over,2.03,13.5,2021-03-20 00:00:00+00:00,1,Jonas Valanciunas,REB,Jonas Valanciunas,REB,15.0
19,369,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-137,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Rebounds - Jonas Valanciunas,under,1.7295,13.5,2021-03-20 00:00:00+00:00,0,Jonas Valanciunas,REB,Jonas Valanciunas,REB,15.0
20,408,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,104,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Points - Jordan Poole,over,2.04,20.5,2021-03-20 00:00:00+00:00,1,Jordan Poole,PTS,Jordan Poole,PTS,26.0
21,409,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-136,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Points - Jordan Poole,under,1.735,20.5,2021-03-20 00:00:00+00:00,0,Jordan Poole,PTS,Jordan Poole,PTS,26.0
22,410,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,173,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Made 3 Point Shots - Kyle Anderson,over,2.73,1.5,2021-03-20 00:00:00+00:00,1,Kyle Anderson,FG3M,Kyle Anderson,FG3M,2.0
23,411,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-248,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Made 3 Point Shots - Kyle Anderson,under,1.403,1.5,2021-03-20 00:00:00+00:00,0,Kyle Anderson,FG3M,Kyle Anderson,FG3M,2.0
24,718,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-105,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,"Total Points, Rebounds and Assists - DeMar DeRozan",over,1.952,31.5,2021-03-20 00:00:00+00:00,1,DeMar DeRozan,PRA,DeMar DeRozan,PRA,38.0
25,719,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-126,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,"Total Points, Rebounds and Assists - DeMar DeRozan",under,1.794,31.5,2021-03-20 00:00:00+00:00,0,DeMar DeRozan,PRA,DeMar DeRozan,PRA,38.0
26,726,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-158,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Assists - Trae Young,over,1.633,8.5,2021-03-20 00:00:00+00:00,1,Trae Young,AST,Trae Young,AST,11.0
27,727,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,118,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Assists - Trae Young,under,2.18,8.5,2021-03-20 00:00:00+00:00,0,Trae Young,AST,Trae Young,AST,11.0
28,806,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-165,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Assists - Jonas Valanciunas,over,1.6059999999999999,1.5,2021-03-20 00:00:00+00:00,0,Jonas Valanciunas,AST,Jonas Valanciunas,AST,1.0
29,807,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,122,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Assists - Jonas Valanciunas,under,2.22,1.5,2021-03-20 00:00:00+00:00,1,Jonas Valanciunas,AST,Jonas Valanciunas,AST,1.0
30,1012,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-210,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Made 3 Point Shots - Derrick White,over,1.4769999999999999,1.5,2021-03-20 00:00:00+00:00,0,Derrick White,FG3M,Derrick White,FG3M,0.0
31,1013,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,151,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Made 3 Point Shots - Derrick White,under,2.51,1.5,2021-03-20 00:00:00+00:00,1,Derrick White,FG3M,Derrick White,FG3M,0.0
32,1022,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,125,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Blocks and Steals - Kevin Huerter,over,2.25,1.5,2021-03-20 00:00:00+00:00,0,Kevin Huerter,BS,Kevin Huerter,BS,1.0
33,1023,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-168,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Blocks and Steals - Kevin Huerter,under,1.5959999999999999,1.5,2021-03-20 00:00:00+00:00,1,Kevin Huerter,BS,Kevin Huerter,BS,1.0
34,1024,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,163,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Blocks and Steals - Trae Young,over,2.63,1.5,2021-03-20 00:00:00+00:00,0,Trae Young,BS,Trae Young,BS,1.0
35,1025,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-230,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Blocks and Steals - Trae Young,under,1.435,1.5,2021-03-20 00:00:00+00:00,1,Trae Young,BS,Trae Young,BS,1.0
36,1030,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-108,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Points - Grayson Allen,over,1.926,10.5,2021-03-20 00:00:00+00:00,0,Grayson Allen,PTS,Grayson Allen,PTS,6.0
37,1031,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-122,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Points - Grayson Allen,under,1.819,10.5,2021-03-20 00:00:00+00:00,1,Grayson Allen,PTS,Grayson Allen,PTS,6.0
38,1034,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-163,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Rebounds - DeMar DeRozan,over,1.6130000000000002,4.5,2021-03-20 00:00:00+00:00,0,DeMar DeRozan,REB,DeMar DeRozan,REB,3.0
39,1035,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,121,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Rebounds - DeMar DeRozan,under,2.21,4.5,2021-03-20 00:00:00+00:00,1,DeMar DeRozan,REB,DeMar DeRozan,REB,3.0
40,1038,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-152,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Made 3 Point Shots - Donte DiVincenzo,over,1.6580000000000001,1.5,2021-03-20 00:00:00+00:00,0,Donte DiVincenzo,FG3M,Donte DiVincenzo,FG3M,1.0
41,1039,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,114,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Made 3 Point Shots - Donte DiVincenzo,under,2.14,1.5,2021-03-20 00:00:00+00:00,1,Donte DiVincenzo,FG3M,Donte DiVincenzo,FG3M,1.0
42,1048,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,107,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Made 3 Point Shots - Tony Snell,over,2.07,1.5,2021-03-20 00:00:00+00:00,0,Tony Snell,FG3M,Tony Snell,FG3M,1.0
43,1049,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-142,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Made 3 Point Shots - Tony Snell,under,1.704,1.5,2021-03-20 00:00:00+00:00,1,Tony Snell,FG3M,Tony Snell,FG3M,1.0
44,1054,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-103,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Points - Jakob Poeltl,over,1.9709999999999999,8.5,2021-03-20 00:00:00+00:00,0,Jakob Poeltl,PTS,Jakob Poeltl,PTS,8.0
45,1055,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-129,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Points - Jakob Poeltl,under,1.775,8.5,2021-03-20 00:00:00+00:00,1,Jakob Poeltl,PTS,Jakob Poeltl,PTS,8.0
46,1056,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,136,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Turnovers - Kevin Huerter,over,2.36,1.5,2021-03-20 00:00:00+00:00,1,Kevin Huerter,TOV,Kevin Huerter,TOV,2.0
47,1057,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-186,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,Total Turnovers - Kevin Huerter,under,1.538,1.5,2021-03-20 00:00:00+00:00,0,Kevin Huerter,TOV,Kevin Huerter,TOV,2.0
48,1136,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,115,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Blocks - Brook Lopez,over,2.15,1.5,2021-03-20 00:00:00+00:00,0,Brook Lopez,BLK,Brook Lopez,BLK,0.0
49,1137,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-155,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Blocks - Brook Lopez,under,1.6455,1.5,2021-03-20 00:00:00+00:00,1,Brook Lopez,BLK,Brook Lopez,BLK,0.0
50,1374,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-123,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,"Total Points, Rebounds and Assists - John Collins",over,1.8130000000000002,25.5,2021-03-20 00:00:00+00:00,1,John Collins,PRA,John Collins,PRA,43.0
51,1375,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-108,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,"Total Points, Rebounds and Assists - John Collins",under,1.926,25.5,2021-03-20 00:00:00+00:00,0,John Collins,PRA,John Collins,PRA,43.0
52,1380,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-105,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Points - Jrue Holiday,over,1.952,16.5,2021-03-20 00:00:00+00:00,1,Jrue Holiday,PTS,Jrue Holiday,PTS,21.0
53,1381,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-126,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Points - Jrue Holiday,under,1.794,16.5,2021-03-20 00:00:00+00:00,0,Jrue Holiday,PTS,Jrue Holiday,PTS,21.0
54,1580,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-128,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Points - Draymond Green,over,1.781,8.5,2021-03-20 00:00:00+00:00,0,Draymond Green,PTS,Draymond Green,PTS,7.0
55,1581,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-104,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Points - Draymond Green,under,1.962,8.5,2021-03-20 00:00:00+00:00,1,Draymond Green,PTS,Draymond Green,PTS,7.0
56,1670,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-125,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,"Total Points, Rebounds and Assists - Kevin Huerter",over,1.8,17.5,2021-03-20 00:00:00+00:00,0,Kevin Huerter,PRA,Kevin Huerter,PRA,13.0
57,1671,https://www.pinnacle.com/en/Basketball/NBA/Atlanta-Hawks-vs-Los-Angeles-Lakers/1286213402,False,0,-106,2021-03-20 00:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,"Total Points, Rebounds and Assists - Kevin Huerter",under,1.943,17.5,2021-03-20 00:00:00+00:00,1,Kevin Huerter,PRA,Kevin Huerter,PRA,13.0
58,1672,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,105,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,"Total Points, Rebounds and Assists - Derrick White",over,2.05,22.5,2021-03-20 00:00:00+00:00,0,Derrick White,PRA,Derrick White,PRA,16.0
59,1673,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-138,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,"Total Points, Rebounds and Assists - Derrick White",under,1.725,22.5,2021-03-20 00:00:00+00:00,1,Derrick White,PRA,Derrick White,PRA,16.0
60,1766,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,-154,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Rebounds - Khris Middleton,over,1.649,5.5,2021-03-20 00:00:00+00:00,0,Khris Middleton,REB,Khris Middleton,REB,5.0
61,1767,https://www.pinnacle.com/en/Basketball/NBA/San-Antonio-Spurs-vs-Milwaukee-Bucks/1286397552,False,0,115,2021-03-21 00:00:00+00:00,Milwaukee Bucks,San Antonio Spurs,Total Rebounds - Khris Middleton,under,2.15,5.5,2021-03-20 00:00:00+00:00,1,Khris Middleton,REB,Khris Middleton,REB,5.0
62,1770,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-189,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Blocks - Draymond Green,over,1.5290000000000001,0.5,2021-03-20 00:00:00+00:00,1,Draymond Green,BLK,Draymond Green,BLK,1.0
63,1771,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,138,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Blocks - Draymond Green,under,2.38,0.5,2021-03-20 00:00:00+00:00,0,Draymond Green,BLK,Draymond Green,BLK,1.0
64,1936,https://www.pinnacle.com/en/Basketball/NBA/Golden-State-Warriors-vs-Memphis-Grizzlies/1286372109,False,0,-176,2021-03-21 00:00:00+00:00,Memphis Grizzlies,Golden State Warriors,Total Blocks and Steals - Andrew Wiggins,over,1.568,1.5,2021-03-20 00:00:00+00:00,1,Andrew Wiggins,BS,Andrew Wiggins,BS,2.0
